user_id,prediction
dd6e40620553a9ae6b1efa8743658f11,0
3e7a005a7ee530a9d255cbd2ca97fd20,1
a93f2505ce07c65f7d35d9abb187a999,1
b30665bf31405913e6fe8d3df9d71390,1
97427aab0a36e3e0ea8d51e5d6a1cac6,1
14677daafae906730a8859d404ee06ba,1
3a13cb710c1f9943579b669952a8c5c0,0
cfe17d6ae6ad3a77082231e161cc9594,0
e623b35390698d644ffafc2cc20bb137,0
bab99647456f23fc9baea65c089e1253,0
ff0329577f5abd2040dce591ffb22039,1
5d40421f0e8e4c1204a86ba21da382cc,1
7b4b689e85375f60f917345f0530ff99,1
d5ef41951d5c96ead0da66ed52e26f2e,0
eb135b841eff979fa94a26eb10e1fd04,0
e06c873a138a4a8023ef7a858211127d,0
fdfb3f0d639e1cd54f22ff592dd039a1,1
90b915c104773dbb5851be18e9a58791,1
dcd536d80ce956c7813cc6165f1cc31c,1
e533c0808d91394e60be32068d80b7a9,1
18ab31ad991edc28143c133ffa7cbbb8,1
00f0a0c227ac29d68338061f48fc974b,0
66a8e9a320a7e2c71ac5b4a4b7ae8853,0
34997e6d4fe30dca795851596f227f96,0
3c9a129177c165fedf35485356d43926,0
17a6a8a52c1cbf50c29675d68222e19c,0
97384fde589d2803dda2f41787be4e58,1
2f2ce489dd707e8c8e923aa2a95195c5,0
27bb0051a508ad2e5ef6f9e4dde5577c,1
66bc6091cd1dab46dc1434dad968422f,0
160196f4627bdabf801dc7db52332168,1
bb9be1892a9b6a3c4d714e69136188fa,1
64666fd54c68f77495b3af501c7d56c0,0
dfbf847ea121cc3e1e00580bfa154c6b,1
d626f7c35b859702d5d5c4fb83f3a431,1
79582f2420990efd3de932bb736b98a7,1
159d195488e91cf4d8ac4273a2a7bf9e,1
66904f3503b425660668ce2276121a52,0
ff843bd8a7ba3896294b8b7cbdddc01f,1
64eb0b9c1791973c3f0629899c5cda6d,0
7a7b4ffbd342d447382a0baa7d3e3e1b,1
f934f3b251489a47575aca1ec87756c4,1
e319fcf73de0340289baa0e136025f62,1
649fa6d863e33d8c02d7afbf43a97448,0
ce74f07778b3d598392c0128a69649b8,0
1220e2434c5e5422e5bfe6d82f2987df,1
5cca3845d8280b6318714cd07215c44a,1
9606638b0242556f6ae467e9e6249585,0
6b359946883e5e45d1cfabb03934f631,0
e5b5032946e694b9310b58dd41ee42a9,1
3c9287132d1a3d6d69d144adf54585e5,1
ccb1a446b1209f3b9d26863be549dfa8,0
27f05898bd446d8a28da98f9aba4949d,0
97d021265369896814083f25b23c4c82,1
6b5bc811ee87756914ce031a7b8d3ce3,1
9c086bffb7ebed07e3d78a1c71f40560,1
0fa2be0caa20b40f81d254bf72c9282d,0
12048ee97916aebaad3f75f05d35dd87,1
4044d3dcbc52759e183b9c02c6e5ab7b,1
604559867bcab76e6e76b90db1f05f03,0
8d49177d0476cd4376138ce6a81f543f,0
42026408d78d4f03441cb01301cd54aa,0
34e0971aac7f82427ae4a8b218132e3e,0
81406cc5f19971ebeb46798739264b58,1
7efc2919904d1bc2d08716cfbfd937c3,1
167905a43fc07dd201e6a4a740744a29,1
734e5a017579ab7128c45aeeddfbd64f,0
8daf2e94f328fb586ef63a682cf45786,0
f0f65a33b2d0c7d4f84240e1f1b0138b,1
9f44176f6febc7d190802c8e784a5e12,0
2da649948f8cb413bd65a8f47dc310b8,0
5e150d4d89659958c3b97ba969e137ba,0
2b835903cac249f4f2ddff80c98dc8a0,0
6d2f264767add226a83cc19348e6e928,0
dc9738f023938231a3b9dd9db63590fd,0
7f65e5f03ec02c066f0a9cc6334bd48f,0
12d9963c1148141ce13821052498ebe1,1
eb41cc9e53c9a4a4df7d4b21fd45b634,1
c2ccbcd652d0105516abe3583d92fea6,1
aceaeb640f5769c39aa1586d9fc6e886,1
5f61197d172cd694fe05756d93ab906d,0
28acd5e623cf9f340806cebdf34cad33,0
994d5b95c856b4e6faafa74ce5b559f9,0
7ab6ded9b09f5cddfa295a2e84739667,0
6e2ed83b3a778e0b86e367a7b408c883,0
797d450c5564b029f2444cd24e33ab2e,1
c4bd64303f1fc844fb6f110fd8fcf3e6,0
5b52c2d7fcbb28e1296706e352638a58,1
a6d1853ccec1a70636153aabbbb8f3d6,0
937fa01c5e641478a95d49b268ea53de,0
c757c77117938187d405986d4030bc2e,1
f26abf0a748bb8bae632d1c4be559be7,0
9b7fcdb08b17fa9d3315dc16a09d80bb,0
266cd14a195701f7c5f3515069b57a3a,1
07a639894db7822dc786d1543e39b3e8,1
21e8d4ac85dd452298e46797bf8b1287,1
9c2096223771c969cd081d81a67a99be,0
a8120ed4fc77d244021a70c3b6ca3a80,0
f6ceca9277905c3280ba8286d4950b50,1
795006be7ee44377eba930bdea69a9df,0
b1f7f08d2e85be30abc862e32778e237,1
ee29598ab315f051fe798c6138981b66,0
009efe384ddaecafe894f3dae813681a,0
8a591d37571e5e75bb6c51c6ce043533,0
608b273887ab340e6973190839995abf,1
647c5283412602fe8035524f9c6b1f98,1
3947caed6d5c3bd760d5a907054c2cb8,0
bef3364a88509434092aca0f9146e5b8,0
bcf60778d7f6b2243a8887a7f1bafd77,0
3abbba38fb9373e2b8a790d8409c5746,0
0bec6ced6ed1ac6c343d5e94c69695c5,1
08cedf662383a3c4fd9cd048b84467ad,1
abb653f384ceeabf2359b4e73733b237,1
8a12295837322370f2fdbe7949b54292,1
ef8c6a382cec0b9de27c9c160d32fffd,1
1a4ec21f993d8eec3d1933ca9e10f431,1
320b25b7d7f2c47c0c8c2a0e8b2dcf21,0
668a0c2b2ade5b1a9648411cabedacb6,0
dc0baff9fde3ff7e47dbc15514b74855,1
38a9ecbe2b827eeb0b868d1ff56c85bc,1
ede607e9653c1735715a9737d3956142,1
5415c261181a9916382d6a9cae6b5835,1
5529f68ea2e76b54b5090b679daef0b0,0
14bd43b6edfaac608be32ec5990d56bd,0
420a8faaa55d13df96a12aab07991aae,0
a21cc5b15f495c715697a098304db2d0,1
2486c86e120e042117d450fc7eaa85f7,1
36bd9880c6e0571041ae3baa602be805,0
86632bd9b5a11da65fd03985a7e6130b,0
d2e2581ef3e52147ac88b437a7af3ab0,1
6d42f25fc6c814a65c1ad4be730bf1e3,0
2bbff3495ea8bffaca8fa353e17d9ce5,1
a47e9dfb381db1913d0fce4429330de5,1
d6d62e310b05f56ce954e4c180afcb1b,0
9ebe6315e1666054926e2b2da448a671,0
4a30b9effbf8d9f9b89c027b3bf8558f,0
12aa1142f1d11bf82cc50ac016c8aa82,0
f6ffa1de178bd388338e4470d9337260,1
69cd95962e1b125e7df6fb7c943fd921,0
2b9e9a609312bbecdc6a63affdf9a5e9,1
ab31182b8a06d47cb8478e1ee0f0d825,1
66ddf31b528a88a0430e247be4827564,0
a4658b3c901059a3d202146d925d6242,1
c45853a5cfd5785b5dbc4877b149591b,0
3588f6d3ca442921a33c511f748eb00c,0
43d403bf65a9fba605a2e87108945ce4,0
0e5e6105c40f43c39b794509476d5327,1
ec62a81b9ccb4e18ac92e11ecbca33d0,0
8447154b9d1bb52506099faa8498f585,1
7e329b9ef05709faa66b035d11fa2173,1
15192b5210371fb19cebf031af86aed1,1
e94cc150ba7b87c07d696489b21849aa,0
d4b78ebbd31e5358f5d22fb6a59ab4dc,0
72b5ef40d7aef55515716b0370e1121b,1
8e2f3d0a9ff0a0ccdf015438b3d88ebf,1
ea712c7d3fa6ce45d89ea7868cf0b6ca,0
c5305fbec18250d7fa56a50309fb932f,0
6bac1026e30299ed86ae17b17fcc7f0f,1
873b57b1e65138665249f40b99df33d5,0
927fafaa7ccbf5065d3b34c133932d9d,0
3e839aa72ac4edea168319924bd0efe5,1
ad48bbd0febdfbac73a1d35a9cb84141,1
b5b141c88e407e066c2dfcb395d14f5e,1
57a0f50af83e329ed45edb7b5e45abf9,0
070cd3d404e38f49d42d6c1247fb6465,1
50f192b53067b340b6ee543e2d57e2d3,0
419edde1f8355b0837d13932d6bc6f4e,1
b9cb4a0d5615fab9376e2435c9b08342,1
23ad825b5d6aa4162f5a91aba7d0c07a,0
f740cf9a70d60459c3abd8eb61a53e1a,0
7f74e603dbf859e1613708c59894f167,1
11fe756d055d83e490c7cc4b581c844a,0
a8da2adbac8458354509b9e7f864a4e7,1
28830419644511090ef33888798a8c09,1
b64f23ba112468efd726fe3e9fa530f9,0
891e945d38b519f2673f10e0d8239879,0
7831b1acd80273ca87a3eb43f0241459,0
e00f79401d2c7d79060932f9f0ebf0b9,0
cfc028ec4a6a31b236b21df0731b9342,0
6115733ae92612525a243f65f0c11465,1
395ab4955f17663276f0358a2a274966,0
6eb76b9aab2f30bddca37fc21cf1add4,0
868865af12a565ae8a7c03f601cc7053,0
ddfe1518926d3860656bfd97346c17aa,0
53d84b26a5129b027fe4b55428daa9c0,0
2d7d7d92efd238ef624abd2152bc41ac,1
ba4e1c6731554735cfc56156ff99e554,0
af8fc356e27e1751b052a627cc8bca64,1
f328829f03294a679e2df8b279d6deca,1
15838e9ecc1cccee9780734eb0e6a441,0
894724a08b26df8844a61396c8b16ff6,1
9939bcb61e4be45ec637d54ba6335c33,1
82efd99f03399c84d362661dee539de0,0
11fe553a0d022c10737487d058339612,0
0089c2e3aeddc07f56af1ad0334d3d83,0
aaf209b79f3cc6b1c865ee29d83073d0,0
fbb396ddc7abbaf0402f4baaebc140cf,0
81866f3144a7bd4ff89d5d93bc417ad2,0
2aa8b1d8cacb5318603efcf83d99b952,0
9756207a805aeb62acc8314b8ed1eafc,0
917404f85cb25e80d28521199c25a957,1
968964f996f9a98681cdd4176a31b8eb,0
33f40b0c7195f34c438c9ee88100f351,1
9056b88881989326869555a252ce4c39,1
97f8cf153e81ac08ce51f35cb6c0e7b1,0
0e4c6fb2582503d0f6b4f73b6f657cdc,1
06ab3f64ddd3d8f30b462bbdeffb60fc,0
d14fc2d88be2e2f71f59804395e54b0c,1
c507814e8274b3554c113ac74cd77367,1
da7829d244a65ba5c7c390fc8cc0d721,0
be14aba9794b5a781ac637bd1a659e60,0
aa2d08c80b335bab95dd40f03545184a,0
473250f9db87b64ac3d0bc499e641916,0
24b2303be4e981491d825f10fab2e808,1
8c05c7c81495939cae717b030e222030,0
e0acf7211bc5f48be18b5909a14cf2d6,1
cdb5953a74acb2bf7303ef06a334f66c,1
3ee349abe31d2d7735d2cc570e5f5d08,0
37476ee6154508fe75f947f15fb69b63,0
281cb1132bdcb1a9617dca4f2ccbdceb,0
e8b6e062a33b92af98e592f4bc8ad670,0
065129ab37169d4e943c2f495bbea26a,0
3c6d62198ccbd6208d496e2793807658,1
c3b85065baef5136dbc3c2d8b0f83413,1
d4a57441f90e4aec90653b041610c275,1
493bc9ef800df0cfd8b3013281eb5167,0
1073ffbded8ea1700eb4c16ac88c572e,1
0cef13a81adafb63172a8a6926d88d36,1
4b424b31f4dd5c38f6e9a15c7289768a,1
b5df874a6d37f2ce32ae0df0e82633e2,1
5a47d85bf52fa59a932ee8081ba2462f,0
05eb2cb0f5d6e53722dd4df6db9cc644,0
f42f07b5057802279a65d85f0e287dc7,0
dd65278af497c2c157f38dbfad1d557d,1
e8ec892f54f730f710e4f8c102af77c0,1
265f92c117bed6781fb6305e7942f24b,0
9ff47856813ea0d107ac5027ee76fc66,1
4931a1e5549cc33e05a69533cd0c9129,0
84160f59ad841ce15401ef260a74fe8a,1
10482e5e9e58e2cc6e4ecddfb51bbd32,0
2f7f1a7ab23d6c41a242b234a8abb619,0
e24b3e1c5acf9e55831387b8aa710c03,1
7dba5492fd8f54047daf2dfb66448631,0
9da9f3958e82f03b7fd101adda5f9523,0
d231868ae8a7b92b55cbf488715bf3d1,1
8e9a79efbab44dcb449885d29e60c331,0
3195b16cc9aa2aa7ff694965b240d7f1,0
38ff9bb7b1e81576df8106870958d1da,0
4449e6e738de9f2ecb5ecbb86dc7ae88,0
e30abbbcd9390681c6547de63a2d09af,1
0a82c68010dbb3132c256e21a39381fd,1
be03f71a141f63463bc6bdc8722c5e95,0
2f43bb67d3f7c286c9354db5432ef7b2,0
52c3d95eb448c263c0bc22678737d6be,0
f10b6d445d80a967c3ec07bd167a0bba,0
7942298c22069696f8d51f34b828c8a6,1
fd2ddfbeb82668a53c50e1780539927f,0
fe7849ff45a2e73ac389682cc8fb331d,0
f65b889baa2f925faf25b4b59deda3c3,1
725b476fb80d357f49d7f8f9cc4b1fc6,0
157e9dbb2615a18c1fd7d68fdca61804,1
4fa93fd13aa91d3107c6b4e0d30109fa,0
c19879f7dbbf1611cf5cda57b381368b,1
ea41d263aed00415ab703428a81524db,0
a68e1d028696f1e73c8f95e59aba81c7,0
711bfbf2833707eb9b6cfbdf4023e11e,1
a5d12ccf0edb9a23d32cc109a8700617,0
ca8d3809a12b92e0be71d2d7e9736d8b,1
c61045200e60ab32963e9d06e69d5230,1
ce6d3daf71521c349f05fb184432eee0,0
8d9202cbafc77903188ca26d0e33e0b5,0
3ae51516808e71f85e906c664149d39f,0
7e572c5852654320c8c0e38445e25e6a,1
237682e5e6acea37581f25fbb6babd2d,1
a3cf3bc478079d6b25d0a77455a60636,1
497afac40dde645b4d1a3658da75ab9a,1
54f0206cc846a6f870a68dadfae8e311,1
e4d675dde9239f5487a08e8a602b3179,1
5d9a1c375e03eca5b3cf95c5a01dfaec,0
30dcd4bdc8db7002eb9da803f9b855b7,0
b1a924cd1f3a0d55d11775365fb21cb3,1
f1bf80d9046247ba197bc73a5b5cce69,0
0f3ebcb49edfd790fa8d75dd274e7acb,0
269e834701fbd309aff1dd7516d00368,1
d79c3bd1efade7678de7c63272b451c1,1
67acf3ab4b86002d4b72b51d9f27f5c2,0
41458257ef8d952779ea666f01b871f0,0
28a8f9d80630da3ae9483891e6c47961,0
f3e5b7d2a1d61ff78725a348260853fe,1
6f135fb7f1637be58fc0ddc1b1ff6b31,0
7c5a3091de074178b6a61c9629fa8248,0
7d587b2f9a28d6b580e9471de98dc5a3,0
20f01a214ebd283ab378741cf6ef9788,1
713b3e6bf909491e92aad5acee943cc7,1
2e75f6961a8f20aaf2600fcbd6250d24,0
826d7d58e4d5380181c5cd611adc908c,1
c053acc397ba8b687105a357261de0ee,0
c8c6cd4064843360cd68583ac34ea1c6,1
b1ca0abf43976746cafb0aa134e57722,0
d4559c643cdfd6cc383b3042d29fd954,0
e29b9b61b8918a8cef3d3ef6ccc8b71c,1
265b7f46fd11b8b655b9b3d4c6b8608d,1
a63ba18da3cae67febb56b65cd027afb,0
6de0161b44e7ebbed4baeeabe96a823c,0
c7e63ca7be8535080343192606a469ab,0
0c9f7e97e4c0e2fb4f672b9081269e85,1
e5cd2cf846e9a19065c1c97e3eb173db,1
f49015ada434822eedb1929d91988985,0
f9a9308aa783bfc8c964dec2f30fffcb,1
24dc9fd4e3c8a725dca7cc909e39df74,1
8b87f1fb090bf8f8ed1d428294d054c0,1
dfa5db47d443268f966949166d50b493,1
364a102d1046a5d832560cf63d03c3a6,0
6bbabd5aa5456942ea2f2ab760578e46,1
313d26a511020533411076bbaadaa121,0
0920aa6f67b195dbfadc4e10592b460c,0
9a6bad325030990e8fcee905ed574ffe,1
58675cb1b57a7560bfc9bcafd4ec9128,0
a8bdb23032b3614453a4618803f75b0c,0
6234004f80b0fb0bdffcc5da1bfe44cc,1
9a0311fc96b8a7312fd37271f79baf04,1
b756cb777d8be7680b463d82c02079b1,1
b02cc31c49b85414167ce60c875a8668,1
f3de539c83dbd25b7102c56f34fc8d42,0
e291f8e0a59ce7143e2fb81de40f1bd0,0
bafbacf7a5ff94af790cd1cb022e0ec3,1
9345feeb358785dac032f07a6d28b12c,1
e37e548d2429f7f5d5d2aa682ab885e3,1
a433f4e9a4d737593bb165cb0a48c2fb,0
dcb9fb371db5a2f19f2ab55f39d70c31,1
97d58de720340819e0cc6508c073820e,1
b85b2a2b303c11786c9268495e2b1f3b,0
6d5f548c4c6a1a04223fa25987760788,0
e387b0cd4885b3e77e280f65705793c7,0
95cdab08359ae36391386f48d36b80fb,1
91394463e87d22638615ce2e200de676,1
716193e0fb15007c4f187092789e8abc,0
2b5395a7bfaa082d5a97de13fdd1ab1e,1
d823ec9c2f71504da295b8de78306fb7,0
8c18f7f3cdfed56ead95914f735e8d9e,1
223f1f048bcdad70b2187663383c4fb4,0
4c1630f4bde988d6c582aba830e0cad2,0
5ff8010f61a85c724fa5aa1592ef928c,0
4e998389e40e3611bdb70bda7337a853,1
e9b1b60595d8fbf8536a8a3cd11efc91,1
554a46805393bb546428880f93509035,0
95f23dcb149ac698efe4c0cc6373de9a,0
f3610fd85589c414812fb366ad715df8,1
a05056177ddd38df61463d88aa8a2d2c,0
b656faba263306d9474cf74ee1663f93,0
1edd5c06bc0de94e16a5f78187cf3968,0
7b3035611501345fb03043d003dcec63,0
d0a9673d3cad8feeb49e45b4d61ad10d,1
353c48b4342fad6d1eb8dd3e92f6b2f7,0
269ce6531104500aae8f6616e5401e38,1
a4c44c8c4b58073bd619de2e8ef00fb2,1
fc284eca4ee0eb863244b3cb2e64958b,0
33ebadf6fcd83a59b52a6dc7ad21f213,0
f3b535ca4bd20aeeda9200dcc3c66b7a,1
984fb9f3ffd8fdb89b1017e2baadb9d9,1
ca3dadf836dc009d8c72d801e70ebdee,1
222207abdeb460a0d5cafc51d2aae692,1
25fe2c084463ba5fb657bc37cd07d664,1
000f4338ce6c75bbbe1e42b186ea100b,1
d807dd627888541193fdf67192bb5b69,0
c86ea99cd22b3284a3b47c8cb458b4b6,0
c239fa84a22bf2b11d52e4efd8550638,0
7103b6fd803b1e481f037320eac93d7d,0
a6e834bc52226e35a5f0afb41aaad229,1
4bb6d235e5fbc87640331825aa6d858c,1
37241291792e7403962f85b40faa3b4d,0
42a5baf9ff632ed6ce37f7d3888c6924,0
ab7a5c457fcf4e106f438ba7511c137c,0
e696fabdfc1bcabea04ee7dfef32be7a,0
6059e0e0a7693933646eb04adc0c7608,0
101c25f47d9eed3a9459c6cb2bdeb6dc,0
aeb018e18939d4e5a383eb0a17c1f327,1
5da4a545e878ab84c2b423aa9848c155,1
5f61969222c10c81f5fca0690df59eb3,0
a0c78f31e8e7a023b54e434916d782b9,0
420e46f5d4d5297c32a724d52793997d,0
9f5ed3a72d707c53defcafe88ea0bade,1
580de52d46f208f39479495730dda7a5,1
6fd34f4d1aa858b469e0b24877976432,1
fb96c0773c0fdd70565cc9048479214d,0
03772f410dc3d09d790fcc6867fa8bea,0
0f92ce5c1d88c06cc6642132f8c049ed,1
cb521cbb3c6716a5974793783b22a625,0
411182ee7edb6a79028ca93969aeb705,0
b39f61c014f5d8bff52574470d77c7e1,0
1e643817545625df75e93a5a00b0b89c,1
ff349129d8d3b7a554bb13d394210b91,0
6a8cc14d1d65c366816165d6314427f1,0
0ff91f404df1b65b4f05f66b0ac7caee,0
d06ed276edb145bd7c3e9957da328882,1
f5699e742b65f251b953ef72c365afc0,1
8a866d29300fcd00aadff17c204ced39,0
f9bb5bfa36c1491dcb2499b3a9cc2b3a,0
41005d887be32208c7838b37071d4d52,0
3c8cc4ed63970f6dd5a759a79c03b486,1
7e8debc87debc56524b69e18eae5785d,0
dca11cdff5b628531f5cdef1805dfa02,1
7e63033534bb35457c0ecee6a0b8dd66,1
2c77d14a8eacd679126f388841d42f27,0
25e0fe5bcbe324a37d4f224ca66a5388,0
bc743eef9717acad490b84894cc85ca0,1
cd90694b8b92774ca27473a8acf198bf,1
0ab16782cc008ac20a75a79d5275dbf0,0
ab5eee65d2ad93d5471afc182be84cc4,0
d6bd07236cfd76035a413276708e6c6f,0
32a068e9dbe56be5da93bd233a68a6d4,1
cf906a9dd39d74b0106bb7560c27af2a,0
aff4166e80a0dfefe79ac5fd10db4ab9,0
ed72caedcd47608f108dd63868d31767,0
9d7b5ee709373ad89dd432e6554b58c0,1
838c1996a5e8ed0846bf43233cab176e,0
f2f157805dc5fd0b651aa3b4ff15b794,0
3bae5523a9e73ba767fd0b3089b658fe,0
25740bb46baddf5efde570da09671c3d,1
641cfe924bd1e9b032136c40e028e834,0
e27ca8a4e748068b230749e2c9442399,0
de8922239ffbf9e76f8689042a69795f,0
20bf983527110ebdbc18b6c7f58a8d69,1
2034646c460ceb98f09adcbd7166ea71,0
7a1bbb7110416bb002a70feab6a36d33,1
381ae62b2f749f238b32350dae1b21c7,0
78dc97d9eba0e3d1474f819dd8082ab8,1
02025aa191e4f51e4b8f7996e7473d52,1
4bed1dd05bdfc147f8d9207fa18191d4,1
acbc702e429c3cd900bdaadfbe2eb532,1
4fc4ec1ee5a321e7d03f5839a682c3ad,1
c12f9108769844b39aae2cc3cd5744f5,0
a417d7abadd9db486ec158fced7ff5b7,1
c2e09541c8f3cc9d23123428d778a431,0
3c99ce93ae8fd4f35c2f78bd2ddaa242,1
b8c1c481e9a4d04b4e01c6ba25fbb7a0,1
66ad616142be609bad91ab6cebb7f46d,0
b1e4d9181b33b9f87511a970fcfd5d3e,1
05dcb98a9f454da788db63685a788923,1
0e092a41c4584c00359877a1e6b71d0b,0
35c5f5207cbea9ffd9fac98b1fa0aab3,0
6497473127ae1fcd7a8c3438a7e32b02,1
cdd00cae1c023beb4f2be9cfb50af429,0
303f17ea7c99a49642cb712a5ba23db4,0
9836ae2bcabceb94c3bd52e1942aa10d,0
27c44829bd781412d05a6a24cd6c4d8d,0
3d56b198f271e390bcacb6ed875cf92b,0
bfe157ae28c5640be5b2cc372c130676,1
61415368dd5d02b98207c1896da7e676,0
1f7b9099e2e9aef67429aec5d7faa8e1,1
caa76d2a92b21bbb9fbe67a57fac648a,1
38857622c1d72744c7d9d2ab174dcffb,1
02dc45a9dbf23076eb2458f975d96f6e,1
ea6ea5138df1e9e12310cc50befead61,0
8b03929ce36c00c4df460639746921f7,0
524dfa5c9538fb795cc3f537b813b5ea,0
9b8ca61ded966950c8d68340b95544ee,1
2558a6bafa07263f2a9066255ee7bc8b,0
9987804f3b413a426edce50679b9114a,1
d056237a252f7b1ae80b87e0365b201a,0
c91f8c39e312048e56373175f9d3818e,0
14e089ce9127aac5891443fd4fb4e0e7,1
4fe501050c49615a0d6b228f35ccf145,1
79fb69ef424676a6c1441bd95b27721c,1
d2a369ea511d1e888c58832de4513551,0
124d9d09f94c77bc5be961f0d3021c78,0
9131f404b5b6a89e00cb8eddb1186c69,1
fb2acbf08f9623f01557391166b3cf42,1
e6d5ec7af10bb03bae254b91a70cd22b,1
5bcdc1329fe9da39ffbd1a929f9b0237,1
733f65844d2f96095f946a5acbae8044,1
4ad664fc5ad25a89b4ceb0af5bf11875,0
5d4774a936ed47e0d0533f67f5dc292d,0
bef686149e35314f2bd5d5b30b457da4,0
ac64127e25f5445ac4c9cfce6a74a172,0
145535da88625edf63943cb9bede4680,0
d9c0dd80223007e5a471975281fbfefe,0
18ac341e7480d03b3645ed29ea831447,0
10583a91114abf777e3dcfa9a8f3551d,1
7404d98f5301be61e51e141d02e42cea,1
387386e28f9042d1b0475b37095eea0b,1
10f1c4d876555b4b1e4cdd8dd45ae300,0
