geo_id;country_id;region_id;timezone_id
392;c31b4e;1fbfa5;e56e80
4452;c31b4e;23f650;f6155e
726;121852c;;12f805c
7055;c31b4e;501fb0;e56e80
686;103bf7d;672fce;d93ac7
6977;e83aaa;;e1fb2c
6924;c31b4e;44be29;e56e80
3775;c31b4e;380ef0;e56e80
8031;c31b4e;6de952;be683c
4898;eba88b;6c6dd9;fb36b2
2963;c31b4e;2dffbc;f7f7b5
2272;af12ca;6049d8;992ebe
982;c31b4e;8e99a5;e7021b
1340;af12ca;8f6a85;1041045
2710;c31b4e;2dffbc;f7f7b5
9090;c31b4e;23f650;f6155e
5780;10dee64;;cdb1d7
429;121db33;2e3fbd;ac9429
4214;1016727;;f91be1
2053;ac5671;;b017ac
8728;c31b4e;21d92d;f6155e
9675;c31b4e;908bcb;e7021b
8939;af12ca;6b6fa4;fcd4df
39;c31b4e;19dc38;ab90ca
5348;eba88b;6c6dd9;fb36b2
7414;1017101;;d9a893
1838;1234f1d;37e04e;1054b86
2558;c31b4e;71ddeb;b72333
4092;af12ca;660d08;992ebe
7409;c31b4e;8ccc01;e56e80
5843;ff9306;;e38b8d
582;c31b4e;4a7606;e56e80
8119;e83aaa;;e1fb2c
3426;121db33;2e3fbd;ac9429
2390;c31b4e;312724;115b511
321;d83ca4;;10638b9
3408;c31b4e;36e3f3;f6155e
3608;c31b4e;908bcb;e7021b
9585;f29e55;;e27322
6322;c31b4e;61050e;e56e80
4240;c31b4e;325fef;e56e80
4378;c31b4e;4653ce;1304d52
7990;c31b4e;54fad0;e56e80
85;c31b4e;1fbfa5;e56e80
6179;c31b4e;908bcb;e7021b
5743;c31b4e;247d24;f6155e
71;1234f1d;355315;d903ee
3815;c31b4e;4653ce;1304d52
6025;af12ca;27f4bb;992ebe
1913;c31b4e;33ed7a;10b7947
758;11f5678;;a3f791
8613;b6f18c;;117537b
6883;c31b4e;21d92d;f6155e
9542;1234f1d;3fddc5;1054b86
920;ca9a3a;;f59bb5
2166;a164b2;;1089fdd
5487;c31b4e;8ccc01;e56e80
3854;c31b4e;44be29;e56e80
1810;ec9dca;;11b67b4
898;c31b4e;6398c6;e56e80
7190;f20887;;11403c7
6756;af12ca;27f4bb;992ebe
8268;c31b4e;6b4b8f;df194e
4332;c31b4e;30af3a;12119c5
8034;ca9a3a;;f59bb5
3362;1234f1d;3fddc5;1054b86
5376;c31b4e;1b18a1;e56e80
6107;1234f1d;58a876;fd4ddf
525;c31b4e;6de952;be683c
4524;103bf7d;8a7911;eb8296
7657;c31b4e;4a7606;e56e80
4197;ac5671;33ffc7;b017ac
409;eba88b;634dc4;cde24c
4076;e83aaa;;e1fb2c
7496;c31b4e;247d24;f6155e
6499;1040098;;1035c40
8793;11d9ebe;;ac94f8
1267;c31b4e;1b18a1;e56e80
4545;c31b4e;2f1b83;c1ffd0
8538;1016727;;f91be1
3816;c31b4e;44be29;e56e80
3301;c31b4e;7f70c5;e56e80
8820;a175c5;;df925b
2746;c31b4e;978f9b;e56e80
7969;c31b4e;2dda09;ced83d
4397;c31b4e;52b73e;e56e80
7145;c31b4e;3a1c98;d6f683
5349;c31b4e;8ccc01;e56e80
3765;c31b4e;74ebb5;b72333
3949;1075e95;;11fe92f
301;eba88b;4fa5f4;abea49
8617;c31b4e;21a759;ef97a6
8116;c31b4e;65517e;c65773
5985;c31b4e;8ccc01;e56e80
7510;eba88b;1d3018;10ba90d
4814;b20bd3;;bc0ef1
5811;c31b4e;786893;e56e80
2531;c31b4e;36e3f3;f6155e
2333;e83aaa;;e1fb2c
7766;c31b4e;36e3f3;f6155e
8899;eba88b;7eb431;cde24c
2545;c31b4e;607a45;e56e80
5128;c31b4e;1fbfa5;e56e80
5509;c31b4e;65517e;c65773
3333;1234f1d;5885ec;fd4ddf
2954;c31b4e;71cac2;e56e80
1140;c31b4e;36e3f3;f6155e
8889;121db33;4e3184;ac9429
6606;b67414;;c8e1b1
8836;c31b4e;f66ff;f6155e
6762;c31b4e;1326d0;e56e80
5510;e878d4;;ec4385
4703;121db33;2e3fbd;ac9429
4;c31b4e;4a7606;e56e80
7926;c31b4e;88d31e;ef97a6
460;ac5671;324936;b017ac
7481;c31b4e;8e99a5;e7021b
1400;c31b4e;23f9c2;f6155e
5662;1234f1d;2819c1;d903ee
4140;c31b4e;6dbc37;e56e80
2764;c31b4e;30af3a;12119c5
948;11f5678;;a3f791
382;c31b4e;74ebb5;b72333
3195;c31b4e;1943cd;e56e80
8838;c31b4e;1fbfa5;e56e80
7922;c31b4e;8ccc01;e56e80
2705;c31b4e;28d2d6;e56e80
5488;c31b4e;8ccc01;e56e80
4241;103bf7d;81fd92;dc32f4
5326;c31b4e;23f650;f6155e
5853;103bf7d;7c1661;c0b986
1713;c31b4e;44520b;e56e80
5559;f20887;;11403c7
2980;c31b4e;96dee0;ca5e36
6601;c31b4e;8f242c;e56e80
9919;1234f1d;501002;fd4ddf
2107;c31b4e;8beef1;e56e80
902;c31b4e;3f774e;f6155e
2202;ee2d16;;10f3ab7
6674;c31b4e;908bcb;e7021b
9393;c31b4e;52b73e;e56e80
7621;10dee64;;cdb1d7
8864;c31b4e;978f9b;e56e80
3166;c31b4e;978f9b;e56e80
34;c31b4e;23f9c2;f6155e
3479;9bd92f;;100cd5d
3283;12e01ed;;e9abe1
7600;10d5df1;;1101f07
3036;1234f1d;1fc79f;1054b86
623;c31b4e;470e75;f6155e
4765;c31b4e;2f89a3;f6155e
2808;b7bccb;;c29dbe
945;c31b4e;7f70c5;e56e80
4369;c31b4e;1943cd;e56e80
2697;c31b4e;393070;caf0e9
8526;1234f1d;37e04e;1054b86
9950;1234f1d;355315;d903ee
860;c31b4e;6dbc37;e56e80
5967;c31b4e;1fbfa5;e56e80
3923;1252eca;;c06f07
3116;af12ca;312358;992ebe
4235;c31b4e;3a1c98;d6f683
8115;c31b4e;895e40;109a080
5820;c31b4e;200d3c;e56e80
2305;1016727;;f91be1
420;1234f1d;501002;fd4ddf
9211;128934f;;9a7241
1179;1016727;;f91be1
519;c31b4e;1b18a1;e56e80
3360;c31b4e;44be29;e56e80
3109;9bbbd5;;1037572
2296;c31b4e;908bcb;e7021b
6820;1234f1d;781fdd;1054b86
3555;c31b4e;501fb0;e56e80
7201;e83aaa;;e1fb2c
4824;121852c;;aab14a
770;c31b4e;312724;115b511
3287;b67414;;c8e1b1
5154;1234f1d;37e04e;1054b86
3321;c31b4e;23f650;f6155e
1967;c31b4e;2f1b83;c1ffd0
2281;b6e9d6;;123b951
8652;c31b4e;2066c7;be683c
485;c31b4e;312724;115b511
9736;c31b4e;6de952;be683c
2081;c31b4e;908bcb;e7021b
4789;d838af;;110eb82
9240;c31b4e;607a45;e56e80
6400;c31b4e;6eb017;e56e80
6418;eba88b;6c6dd9;fb36b2
571;ea4552;;11b170d
8023;c31b4e;245864;e56e80
8400;af12ca;6049d8;992ebe
942;c31b4e;393070;caf0e9
3165;9d939d;;d9b5b2
2986;c31b4e;23f9c2;f6155e
496;c31b4e;312724;115b511
1226;c31b4e;6de952;be683c
9723;e878d4;;ec4385
751;113cc98;;c05e55
7302;11a1a93;;10b3d08
9656;c31b4e;f66ff;f6155e
4088;c31b4e;5f9c68;9cdb77
6026;10dee64;;cdb1d7
1700;eba88b;66f8aa;abea49
4220;c31b4e;21a759;ef97a6
6415;128934f;;9a7241
3023;b98648;271d5c;cea125
7831;af12ca;554987;accf88
4784;c31b4e;978f9b;e56e80
357;1075e95;;11fe92f
1220;104830b;;11ddf70
1821;c31b4e;200d3c;e56e80
8290;a0a6e9;;d816ca
6032;c31b4e;245864;e56e80
5110;1017101;;b683e4
1623;c31b4e;1b18a1;e56e80
962;10a3e61;;11ed354
500;c31b4e;61050e;e56e80
1147;12eb19c;;c56789
4652;c31b4e;908bcb;e7021b
8559;ec9dca;;11b67b4
2999;1234f1d;15b418;1054b86
2902;c31b4e;21d92d;f6155e
4196;121db33;2d7eb6;ac9429
1627;a39b21;;121884c
2818;af12ca;554987;accf88
7610;1016727;;f91be1
6613;9bbbd5;;1037572
7016;aad375;;106c414
6896;121852c;;aab14a
8098;ff83d7;;f4c727
1014;c31b4e;71cac2;e56e80
5087;fb5b6a;;127c7c9
670;ac5671;33ffc7;b017ac
7076;103bf7d;45246c;10e8db1
7191;f93766;;fac7eb
3937;c31b4e;61050e;e56e80
6257;110628b;45b894;11a38d2
7204;eba88b;9712d9;10b11be
8357;e59127;;a865b4
1241;f9129d;;f37c5c
2319;b67414;;c8e1b1
6480;121db33;4e3184;ac9429
6397;1234f1d;1ca4c9;d903ee
1640;eba88b;5cf5d0;10b11be
7101;c31b4e;7bb66a;e56e80
9321;fb8253;;10e9705
9518;c31b4e;6de952;be683c
8305;c31b4e;2f1b83;c1ffd0
8826;1234f1d;1fc79f;1054b86
8446;c31b4e;312724;115b511
5117;c31b4e;229b54;e56e80
3628;c31b4e;24389d;e56e80
2711;c31b4e;8beef1;e56e80
5385;c31b4e;616bb9;af47f1
1663;10400ef;;1062fcf
415;c31b4e;8f242c;e56e80
280;c31b4e;37246e;b4a275
3341;f29e55;;e27322
6701;c31b4e;7e6fa2;e56e80
7587;1234f1d;779ac8;1054b86
8096;c31b4e;3c9dca;e56e80
7287;c31b4e;44be29;e56e80
2064;1234f1d;781fdd;1054b86
1628;1234f1d;781fdd;1054b86
9530;c31b4e;6398c6;e56e80
1523;c31b4e;470e75;f6155e
6057;f9129d;;f37c5c
4079;af12ca;290508;992ebe
2619;c31b4e;245864;e56e80
8234;121852c;;aab14a
7039;e878d4;;ec4385
2228;1234f1d;781fdd;1054b86
2344;f93766;;fac7eb
1314;121852c;;aab14a
9345;1234f1d;8e6ae0;1054b86
4229;b45160;;12afc3e
5256;c31b4e;7bb66a;e56e80
3290;c31b4e;6de952;be683c
4571;c31b4e;7ccd2c;e56e80
8847;eba88b;214320;abea49
1378;c31b4e;97023a;e56e80
8383;11c9321;;d78799
2353;c31b4e;21a759;ef97a6
1543;1234f1d;8c47f1;fd4ddf
688;11f5678;;a3f791
6947;128934f;;9a7241
1582;1234f1d;1fc79f;1054b86
9714;c31b4e;245864;e56e80
7159;1234f1d;5885ec;fd4ddf
2418;c31b4e;23f9c2;f6155e
4331;cb82fc;;dea15c
8585;c31b4e;6dbc37;e56e80
6273;c31b4e;908bcb;e7021b
1228;c31b4e;3c9dca;e56e80
4847;c31b4e;616bb9;af47f1
3661;c31b4e;908bcb;e7021b
7942;1234f1d;1ca27d;fd4ddf
430;c31b4e;312724;115b511
1897;c31b4e;7f70c5;e56e80
8459;c31b4e;470e75;f6155e
5541;f9665b;;109b918
8214;e48e27;;f0c3df
1435;c31b4e;245864;e56e80
4106;c31b4e;5f9c68;9cdb77
6394;1075e95;;11fe92f
7721;1234f1d;239fcc;d903ee
1962;eba88b;634dc4;cde24c
7532;c31b4e;245864;e56e80
4230;1234f1d;56bb94;fd4ddf
1308;103bf7d;7c1661;c0b986
6398;c31b4e;2066c7;be683c
6309;c31b4e;8beef1;e56e80
761;c31b4e;776e76;10b7947
3431;11c6cd6;;12f5b0f
3086;d68623;;ca570c
5372;1234f1d;15b418;1054b86
5236;c31b4e;74ebb5;b72333
5805;9accba;;c1e01b
4943;110628b;24dd7b;11a38d2
7059;b98648;241b43;ad8d84
9962;c31b4e;8ccc01;e56e80
9857;c31b4e;7ccd2c;e56e80
4329;121852c;;aab14a
8666;9accba;;c1e01b
6999;c31b4e;24389d;e56e80
3242;1234f1d;4f591b;fd4ddf
1116;c31b4e;7f70c5;e56e80
4112;c31b4e;1b18a1;e56e80
5993;c31b4e;54fad0;e56e80
2241;c31b4e;8ccc01;e56e80
7711;c31b4e;23f9c2;f6155e
164;1075e95;;11fe92f
2142;af12ca;;992ebe
5180;fbf527;;e804dd
1969;c31b4e;28d2d6;e56e80
4634;c31b4e;2f1b83;c1ffd0
6649;e83aaa;;e1fb2c
2835;c31b4e;786893;e56e80
4561;1234f1d;561765;d903ee
1448;e83aaa;;e1fb2c
8556;121db33;672742;ac9429
2497;af12ca;2c9e8f;992ebe
5186;c31b4e;393070;caf0e9
77;1234f1d;15b418;1054b86
5557;1234f1d;355315;d903ee
3342;f93766;;fac7eb
607;10dee64;;cdb1d7
2216;1016737;;12270af
4725;1234f1d;561765;d903ee
8935;128934f;;9a7241
4313;121db33;4e3184;ac9429
4823;121db33;2d7eb6;ac9429
2430;c31b4e;4a7606;e56e80
4086;c31b4e;71cac2;e56e80
1253;1234f1d;15a554;d903ee
4347;c31b4e;2dda09;ced83d
3274;c31b4e;380ef0;e56e80
6997;c31b4e;245864;e56e80
2757;f93766;;fac7eb
339;e83aaa;;e1fb2c
3712;121852c;;aab14a
3880;c31b4e;74ebb5;b72333
8880;ea4552;;11b170d
6936;eba88b;87f8f2;abea49
7939;c31b4e;607a45;e56e80
9903;eba88b;102f73;f55fca
4443;122be0f;1bf7bf;ca5519
8307;ac5671;324936;b017ac
4182;11cdd96;;10331e0
1227;c31b4e;2d97a6;dd8d07
8127;103bf7d;672fce;d93ac7
2427;9b93d6;;99326b
5235;1252eca;;c06f07
9506;c31b4e;33ed7a;10b7947
4335;ad6094;;103b45e
4123;c31b4e;96dee0;ca5e36
7846;c31b4e;393070;caf0e9
2476;eba88b;634dc4;cde24c
1262;c31b4e;1fbfa5;e56e80
297;122be0f;42ddc2;ca5519
5740;eba88b;6c6dd9;fb36b2
6871;c31b4e;4653ce;1304d52
7050;1234f1d;1ca27d;fd4ddf
244;121852c;;aab14a
9866;c31b4e;470e75;f6155e
6343;a144f8;;cff524
5573;c31b4e;61050e;e56e80
882;c31b4e;44be29;e56e80
900;c31b4e;28d2d6;e56e80
6098;bc8876;;be1bed
6401;1234f1d;58a876;fd4ddf
5596;121852c;;aab14a
5801;11c6cd6;;12f5b0f
4570;c31b4e;2816bf;be683c
8014;11c9321;;d78799
5497;c31b4e;8beef1;e56e80
2924;9bd92f;;100cd5d
3551;c31b4e;393070;caf0e9
7045;1234f1d;1fc79f;1054b86
8021;1234f1d;5885ec;fd4ddf
3353;c31b4e;23f9c2;f6155e
5409;af12ca;2c9e8f;992ebe
5035;ac5671;382edd;b017ac
9973;10dee64;;cdb1d7
9689;c31b4e;65517e;c65773
6890;eba88b;6c6dd9;fb36b2
5238;1234f1d;779ac8;1054b86
1159;c31b4e;2066c7;be683c
1160;c31b4e;1326d0;e56e80
6988;c31b4e;8bd341;e56e80
5392;c31b4e;1943cd;e56e80
5691;af12ca;922045;124b6f2
5760;c31b4e;616bb9;af47f1
3299;c31b4e;312724;115b511
4445;af12ca;2c9e8f;992ebe
7700;f93766;;fac7eb
4620;d52aa3;;cdd035
4569;c31b4e;33ed7a;10b7947
7341;122be0f;2b3ca3;ca5519
9990;c31b4e;245864;e56e80
4275;b20bd3;;bc0ef1
8229;ac5671;382edd;b017ac
9719;121db33;2e3fbd;ac9429
248;1234f1d;7e45da;fd4ddf
2571;c31b4e;33ed7a;10b7947
5354;cbb169;;ebba6f
5070;10dee64;;cdb1d7
7041;c31b4e;1326d0;e56e80
3225;1017101;;12c06d9
7949;a2ebcf;;114c7f4
6564;1234f1d;56bb94;fd4ddf
4803;eba88b;6c6dd9;fb36b2
2576;c31b4e;52b73e;e56e80
8342;eba88b;6c6dd9;fb36b2
3934;f9665b;;109b918
6472;11585fb;;eb0a48
9622;c31b4e;6de952;be683c
7303;1297987;;ccd2ab
371;c31b4e;1fbfa5;e56e80
391;c31b4e;23f650;f6155e
7221;c31b4e;4b9ad7;e56e80
397;c31b4e;19dc38;ab90ca
7241;c31b4e;36e3f3;f6155e
8835;c31b4e;626fb3;e56e80
5386;1017101;;12c06d9
4048;1234f1d;1fc79f;1054b86
6711;eba88b;6557ae;fb36b2
4573;eba88b;38bf98;abea49
9309;10dee64;;cdb1d7
5314;c31b4e;245864;e56e80
8149;c31b4e;4653ce;1304d52
9152;1234f1d;8c47f1;fd4ddf
4627;c31b4e;1326d0;e56e80
2583;121db33;4e3184;ac9429
9502;c31b4e;4653ce;1304d52
8100;1252eca;;c06f07
1103;c31b4e;54fad0;e56e80
7054;e48e27;;f0c3df
590;c31b4e;6398c6;e56e80
2751;1234f1d;12299b;d903ee
9936;c31b4e;15e0e9;115b511
9696;c31b4e;21a759;ef97a6
6469;11c9321;;d78799
7340;1234f1d;355315;d903ee
4687;c31b4e;19dc38;ab90ca
4439;11f5678;;a3f791
8780;c31b4e;6b4b8f;df194e
8765;c31b4e;54fad0;e56e80
7464;c31b4e;1b18a1;e56e80
4098;c31b4e;6dbc37;e56e80
937;11d9ebe;;ac94f8
1662;c31b4e;325fef;e56e80
3645;1234f1d;8e6ae0;1054b86
2213;11c9321;;c44635
1915;c31b4e;24389d;e56e80
82;c6a04b;;e0663e
3804;9bd92f;;100cd5d
8921;c31b4e;1326d0;e56e80
4523;f9129d;;d20730
9110;c31b4e;2f1b83;c1ffd0
8741;eba88b;702b23;fb36b2
711;b1e183;;1047e24
6825;10dee64;;cdb1d7
8463;c31b4e;2dffbc;f7f7b5
11;c31b4e;380ef0;e56e80
3540;e83aaa;;e1fb2c
8672;1234f1d;5885ec;fd4ddf
3968;c31b4e;908bcb;e7021b
578;1234f1d;1ca4c9;d903ee
4648;c31b4e;23f9c2;f6155e
7669;10d7902;;fd412a
8750;af12ca;21e52f;992ebe
7968;c31b4e;1326d0;e56e80
9177;c31b4e;24389d;e56e80
3355;c31b4e;37246e;b4a275
4966;1234f1d;12299b;d903ee
8425;c31b4e;6dbc37;e56e80
8226;c31b4e;4b9ad7;e56e80
268;9bd92f;;100cd5d
565;10f4a8a;;11fdb68
558;c31b4e;6de952;be683c
4933;1075e95;;11fe92f
7976;d3e14f;;bb3b9a
3205;c31b4e;245864;e56e80
2898;e37756;93c159;e3abc2
4506;c31b4e;607a45;e56e80
5393;af12ca;922045;124b6f2
9988;1234f1d;1fc79f;1054b86
209;c31b4e;11704d;e56e80
8603;c31b4e;15e0e9;115b511
3737;a3bc87;;113aa2a
362;eba88b;87f8f2;abea49
5681;c31b4e;2816bf;be683c
746;c31b4e;776e76;10b7947
105;c31b4e;44520b;e56e80
983;d3e14f;;bb3b9a
1818;c31b4e;245864;e56e80
907;eba88b;87f8f2;abea49
1971;1234f1d;5885ec;fd4ddf
7729;c31b4e;861907;e56e80
2323;c31b4e;229b54;e56e80
1603;c31b4e;52b73e;e56e80
4262;c31b4e;36e3f3;f6155e
542;b20bd3;;bc0ef1
5446;c31b4e;28d2d6;e56e80
3033;c31b4e;36e3f3;f6155e
7365;eba88b;1d3018;10ba90d
6346;c31b4e;4b9ad7;e56e80
3394;af12ca;21e52f;992ebe
3896;ac5671;83ded7;b017ac
3395;c31b4e;908bcb;e7021b
2144;c31b4e;1b18a1;e56e80
8574;ac5671;7d8d03;b017ac
4204;d52aa3;;fcdab0
1704;c31b4e;23f9c2;f6155e
7678;af12ca;27f4bb;992ebe
9663;c31b4e;3f774e;f6155e
1018;10dee64;;cdb1d7
9440;1016727;;f91be1
2096;103bf7d;672fce;d93ac7
7515;1234f1d;3fddc5;1054b86
9201;c31b4e;3a1c98;d6f683
8746;1234f1d;4f591b;fd4ddf
8460;c31b4e;312724;115b511
2138;eba88b;4197d0;fb36b2
4581;e878d4;;ec4385
734;c31b4e;8e99a5;e7021b
5558;9b93d6;;99326b
3749;c31b4e;33ed7a;10b7947
5504;c31b4e;74ebb5;b72333
1692;1234f1d;1fc79f;1054b86
6942;9cac50;;11bd415
9590;122be0f;45b8fd;ca5519
7833;9bd92f;;100cd5d
3582;c31b4e;6de952;be683c
2871;1234f1d;781fdd;1054b86
4576;c31b4e;23f650;f6155e
6596;12155bf;;dc8483
4586;c31b4e;8ccc01;e56e80
2982;1016727;;f91be1
6215;c31b4e;6de952;be683c
6494;1234f1d;15a554;d903ee
8094;1234f1d;781fdd;1054b86
4365;c31b4e;28d2d6;e56e80
7645;d52aa3;;ed413a
5175;c31b4e;4a7606;e56e80
5004;128934f;;9a7241
6685;1016727;;f91be1
433;c31b4e;200d3c;e56e80
8438;c31b4e;97023a;e56e80
2277;c31b4e;74ebb5;122944d
8690;c31b4e;2dffbc;f7f7b5
8584;1234f1d;2819c1;d903ee
5829;c31b4e;88d31e;ef97a6
8424;c31b4e;2dffbc;f7f7b5
5360;c31b4e;8ccc01;e56e80
1250;103bf7d;7c1661;c0b986
8437;1234f1d;8e6ae0;1054b86
3597;fa6322;;da8efd
3912;af12ca;27f4bb;992ebe
3594;af12ca;3a5545;124b6f2
3960;c31b4e;6eb017;e56e80
9034;104830b;;11ddf70
6841;eba88b;1d3018;10ba90d
9742;c31b4e;65517e;c65773
2946;e878d4;;ec4385
2565;fb5b6a;;127c7c9
9124;c31b4e;71ddeb;b72333
9088;e83aaa;;e1fb2c
5620;1234f1d;58a876;fd4ddf
6706;af12ca;6049d8;992ebe
8993;c31b4e;37246e;b4a275
1479;eba88b;6c6dd9;fb36b2
3588;c31b4e;7e6fa2;e56e80
9762;c31b4e;30af3a;12119c5
3567;c31b4e;8bd341;e56e80
1389;9bbbd5;;1037572
9774;c31b4e;7f70c5;e56e80
6238;c31b4e;36e3f3;f6155e
4391;121db33;1fb83f;ac9429
